TimeId,GT 1030,GTX 1050,GTX 1050Ti,GTX 1060,GTX 1070,GTX 1070Ti,GTX 1080,GTX 1080Ti,GT 710,GT 720,GT 730,GT 740,GTX 750,GTX 750Ti,GTX 760,GTX 770,GTX 780,GTX 780Ti,GTX 950,GTX 960,GTX 970,GTX 980,GTX 980Ti,GeForce Titan X,GTX 1060 3GB,GTX 1060 6GB,GTX 1650,RTX 2060,RTX 2070,RTX 2080,RTX 2080s,RTX 2080Ti
20150530,,,,,,,,,,41.21060266,90.05890369,93.73166487,123.0273858,196.3138574,234.3683084,230.66948,455.8222339,,,216.0094949,372.5438481,669.1942503,,,,,,,,,,
20150531,,,,,,,,,,41.21694401,90.05077928,87.87452463,123.0463169,161.1351687,233.3868624,230.7049746,455.8923743,,,236.6291963,372.6011739,616.6246081,,1278.305422,,,,,,,,
20150601,,,,,,,,,,40.55747291,91.06746389,87.87452463,123.1012728,156.5291303,191.1140675,230.7049746,455.8923743,,,237.0040752,378.0637928,669.2972236,812.2485766,1269.185189,,,,,,,,
20150602,,,,,,,,,,40.98584622,91.27821192,87.38182414,122.3564129,155.5312676,239.6087218,413.9226166,535.2361112,596.9268667,,231.5266067,372.4575113,653.6452591,807.6944095,1029.628897,,,,,,,,
20150603,,,,,,,,,,41.2368369,90.29079234,89.34647995,125.0403708,159.9482658,244.9959825,277.0571173,463.5288675,766.3423661,,228.459099,380.6640584,644.0884903,825.8542675,1290.019888,,,,,,,,
20150604,,,,,,,,,,41.50731159,89.73565804,89.93250844,126.201423,172.3781287,246.6029246,236.1079865,466.5691789,,,224.2294698,352.3868625,568.9857271,831.2710911,1403.954737,,,,,,,,
20150605,,,,,,,,,,41.05339641,90.9866987,89.9238094,125.7133731,197.0791699,246.5790711,236.0851481,466.5240483,,,221.0809753,369.5311299,635.4615864,831.1906835,,,,,,,,,
20150606,,,,,,,,,,65.72576334,89.9490613,88.9202776,124.243705,158.5846902,243.8272978,233.4504849,461.3177329,733.8129496,,218.346828,378.3699617,695.5811147,810.7705312,,,,,,,,,
20150607,,,,,,,,,,40.56614783,89.80122588,88.85653476,124.0879563,158.9155687,183.1880429,233.283135,460.9870355,,,227.1721042,377.9431296,697.5771362,773.5797681,,,,,,,,,
20150608,,,,,,,,,,63.96848903,90.26245742,88.85653476,124.0212722,158.5154642,243.6525093,233.283135,460.9870355,,,307.3388193,369.9638173,572.2660723,784.4270448,1388.971161,,,,,,,,
20150609,,,,,,,,,,65.9522605,90.22527614,97.44132211,125.6174493,154.3638566,334.7437489,236.2855329,466.9200254,530.4235846,,281.3779147,404.058522,684.2432047,784.9092456,1226.433028,,,,,,,,
20150610,,,,,,,,,,41.61676039,89.49859135,96.07000945,127.3050365,160.5760331,216.9791739,236.7305693,467.7994546,591.9416961,,221.1151856,402.8331937,678.3110517,809.7786981,1406.828263,,,,,,,,
20150611,,,,,,,,,,42.42374191,91.52215255,90.44741775,127.9649149,141.0861133,248.0148517,237.4598247,611.1559348,760.2637704,,222.420481,372.6144298,676.4313421,894.7129051,1411.621412,,,,,,,,
20150612,,,,,,,,,,42.13705668,92.5891592,89.83620483,127.1381451,159.581461,246.3388516,235.8551519,466.0695565,907.1749574,,221.4938788,438.4782272,636.4016736,786.5471547,1278.769565,,,,,,,,
20150613,,,,,,,,,,42.28592048,92.69073769,90.09720124,125.1437721,159.8182269,247.2091292,236.6883922,467.7161092,,,231.0502695,354.9712152,637.0853161,789.325906,1324.225922,,,,,,,,
20150614,,,,,,,,,,66.87048317,92.79070291,89.975451,124.9070967,186.608789,221.8021424,236.3685503,631.6911324,576.6295596,,303.951084,446.2181148,636.2244094,819.1726171,1409.445572,,,,,,,,
20150615,,,,,,,,,,42.22877863,92.79070291,89.975451,127.298759,156.658654,246.8750704,236.3685503,582.8685228,,,221.9577275,414.1520222,651.0874103,788.2592734,1407.438524,,,,,,,,
20150616,,,,,,,,,,42.26247363,92.63934219,96.34044718,124.8715221,155.5560752,247.0720558,406.4504563,632.9023156,,,313.730992,415.7878738,655.7808071,788.8882377,1237.698849,,,,,,,,
20150617,,,,,,,,,,42.14496519,91.25789797,112.3187839,127.0361653,163.8444296,225.2005693,235.8994185,466.157031,605.9302817,,314.3581002,409.4506044,622.7264908,843.7126116,1237.195627,,,,,,,,
20150618,,,,,,,,,,65.61861343,91.04362554,96.25608629,126.5218351,201.1318975,224.1157051,236.2182571,466.7870828,602.5624902,,226.2065713,407.9311429,657.4333176,859.4406897,1405.816695,,,,,,,,
20150619,,,,,,,,,,48.29973566,92.8491389,96.76433519,125.7156884,169.7431058,249.1470835,238.5438709,471.3826907,749.8017195,,226.1564093,406.6019479,663.499466,908.2660258,,,,,,,,,
20150620,,,,,,,,,,48.25590507,92.78671322,96.53284679,125.5062384,199.0740373,248.9795733,238.3834896,611.7072107,,,226.0043565,378.1427666,641.6479465,782.3839258,,,,,,,,,
20150621,,,,,,,,,,48.25174031,92.77870519,90.67784099,127.5538877,160.2448358,221.8621938,238.3629158,471.0251082,607.5478891,,227.9059055,453.8104768,641.5925686,827.9176277,1302.908288,,,,,,,,
20150622,,,,,,,,,,65.8693097,92.43802451,90.67784099,127.0863977,154.1662696,315.9963785,255.2833895,587.0898059,,,227.3420375,424.5925855,649.7109184,782.1801292,1449.188348,,,,,,,,
20150623,,,,,,,,,,65.41353978,90.61833689,90.56162954,126.5019148,153.0955186,290.6047115,254.9562219,608.4047746,779.8382059,,227.0653266,411.7684272,637.729294,827.7728231,1203.207414,,,,,,,,
20150624,,,,,,,,,,65.46140544,91.00737463,89.18130778,125.5286698,147.382487,244.8493188,248.8365106,463.2513818,,,231.2057853,397.8357701,575.2083006,830.6821394,1196.164125,,,,,,,,
20150625,,,,,,,,,,42.04874964,91.36912971,95.31743893,123.2981469,200.8792589,245.8225969,252.0682378,465.09281,,,223.1386981,407.3009892,646.9775475,831.9939869,1199.356257,,,,,,,,
20150626,,,,,,,,,,42.02250389,90.99272843,105.3219965,123.1315394,159.2522161,245.6691607,251.9109033,464.802511,614.0607778,,222.9994206,373.1598346,633.1166466,768.5635812,1340.592033,,,,,,,,
20150627,,,,,,,,,,53.95802217,90.51488702,89.01002129,131.8186743,157.7396545,244.3790478,250.5880124,601.3954237,,,221.8283561,371.200214,629.7918826,763.6357556,,,,,,,,,
20150628,,,,,,,,,,65.84128784,90.67560022,89.22389726,125.8342733,146.9615348,244.8129537,247.2473479,604.3427625,,,232.5709605,440.2860473,657.8615758,832.5580622,1206.187191,,,,,,,,
20150629,,,,,,,,,,45.60580681,92.89223897,89.22389726,124.958124,158.3845152,244.8129537,247.2473479,463.1825796,,,222.2222222,387.6445201,695.5312982,767.001675,1424.896828,,,,,,,,
20150630,,,,,,,,,,65.41673231,93.07024307,99.2437372,127.4126816,164.5763021,246.7653068,398.7710729,422.5775957,891.625965,,234.5360013,440.3025051,580.0535686,836.9058298,1228.911297,,,,,,,,
20150701,,,,,,,,,,41.77723709,97.3653616,122.8760227,126.6138267,159.0574567,275.0471995,248.2681943,600.2471605,,,221.6978715,392.5110132,671.9320327,765.1918745,1425.267464,,,,,,,,
20150702,,,,,,,,,,41.49184768,91.48675802,117.9031805,125.3016237,156.8170553,288.7730578,246.5722202,458.9330288,,,228.4715503,414.2607447,578.1547489,828.0950579,,,,,,,,,
20150703,,,,,,,,,,42.00833073,91.64799014,88.56109829,123.475674,156.5170549,234.2490928,247.0067679,539.5507774,,,220.5714463,438.5810247,577.7791647,847.280183,1185.844574,,,,,,,,
20150704,,,,,,,,,,65.27718259,91.74317016,88.65307246,123.6039083,156.7868606,234.4923696,247.2632941,597.4398885,,,220.8005184,369.4802644,626.8737531,762.0946535,,,,,,,,,
20150705,,,,,,,,,,65.59853014,91.89621735,88.8009647,126.1333788,157.1150986,234.8835529,247.675782,460.9870355,660.2905456,,233.8611734,420.3880169,668.8660217,763.36599,1945.643373,,,,,,,,
20150706,,,,,,,,,,41.67754914,91.89621735,88.8009647,123.843448,157.0224818,374.0190583,247.675782,602.0490782,727.3137768,,232.9191579,394.6863063,640.5237917,824.7390696,1944.335451,,,,,,,,
20150707,,,,,,,,,,58.32292317,92.51082309,88.42173293,123.3145645,156.4404369,233.8804636,246.6180624,459.0183528,625.1561524,,232.5109307,423.087133,641.2476577,828.1140943,1596.002498,,,,,,,,
20150708,,,,,,,,,,65.23081674,91.61906203,87.59034467,124.5052469,169.5381969,231.6813948,244.2992279,454.7024176,720.3952447,,229.7359889,397.3187175,589.918172,843.5012952,1568.874479,,,,,,,,
20150709,,,,,,,,,,65.38815588,91.18804682,88.28748793,123.6721616,156.3281539,242.2436293,246.2436381,458.3214549,,,229.4262044,410.1334765,612.9487573,843.429302,1558.990488,,,,,,,,
20150710,,,,,,,,,,41.22487344,90.84862776,93.67268242,123.553694,166.6088862,241.0061068,244.9856812,455.9800801,,,218.7666617,369.5979128,694.3830571,817.0125443,1195.841007,,,,,,,,
20150711,,,,,,,,,,41.73938595,91.13099266,88.93271834,127.1442714,157.4038621,244.0140155,248.0432576,461.6710001,734.0303594,,221.4970081,375.5765601,704.3990087,762.2724925,,,,,,,,,
20150712,,,,,,,,,,66.28856941,91.36407258,89.16017587,127.5251641,157.6279004,244.6381146,351.4997654,599.7836529,,,234.5392619,376.5371482,598.8350035,764.2221082,1562.312341,,,,,,,,
20150713,,,,,,,,,,40.73024304,91.36407258,96.12487911,126.8753759,167.9281212,244.6381146,398.2766651,525.3687316,732.8209905,,231.0200279,405.4417016,589.0001553,848.4089892,1381.563422,,,,,,,,
20150714,,,,,,,,,,65.56158017,91.00319348,95.34074473,126.0977914,154.9031758,241.4161436,246.503689,456.7558639,,,232.3780015,409.3209398,590.5886909,803.6826023,1371.030209,,,,,,,,
20150715,,,,,,,,,,66.43236489,90.06460079,94.32766876,126.5028941,155.6745506,238.9878163,246.4363878,456.631159,739.081537,,292.11184,437.7538269,599.734458,839.9566799,1563.823805,,,,,,,,
20150716,,,,,,,,,,65.72814015,89.05681114,95.94869388,126.1605601,154.9212313,239.9843243,245.0416959,454.0468825,,,217.8391668,439.0896293,630.5803222,816.489904,1562.631003,,,,,,,,
20150717,,,,,,,,,,40.85066004,89.13910009,91.97752458,122.9328467,154.7696646,238.5639372,243.5913759,451.3595304,,,216.5498494,437.1780865,587.5292649,835.0115282,1197.627595,,,,,,,,
20150718,,,,,,,,,,40.71605594,88.91046047,85.84645253,122.5277794,153.7933141,237.7778621,242.7887353,449.8722878,787.8452177,,215.8363115,357.811051,566.0551305,737.3684239,,,,,,,,,
20150719,,,,,,,,,,65.49703953,88.7785437,83.39249078,121.7398116,154.7767769,237.4250703,242.4285088,449.2048107,697.1425005,,230.2849698,375.7420684,565.2152724,757.5465816,1563.659908,,,,,,,,
20150720,,,,,,,,,,39.96252836,89.59620518,115.516932,121.9409945,157.8097202,250.8795606,420.9721583,834.4865784,697.4389378,,278.6822582,357.2801655,629.6796137,736.2743877,1567.981652,,,,,,,,
20150721,,,,,,,,,,65.59725899,89.87060974,121.6321445,121.8002065,161.4681982,237.6925295,249.4996346,835.4306183,691.4499299,,215.7588532,433.2918029,588.1326896,790.9744202,1380.04205,,,,,,,,
20150722,,,,,,,,,,65.73654027,89.62561714,71.32352369,121.9072587,150.8018644,240.1004955,252.0272135,630.1308039,508.5866799,,217.944618,442.4299487,589.3255935,789.6168696,1380.008248,,,,,,,,
20150723,,,,,,,,,,65.69160962,85.46738133,86.59109084,123.1061949,151.2325948,239.1755682,251.0563415,452.5167275,505.8238348,,211.1482893,438.245521,588.9713564,816.8464533,1386.867915,,,,,,,,
20150724,,,,,,,,,,55.83732725,86.29112294,114.8387697,126.0688524,143.1025664,241.4807618,253.476043,614.5309127,,,223.5243464,438.7728196,589.6421758,790.7744121,1200.65764,,,,,,,,
20150725,,,,,,,,,,40.07131596,85.26407546,87.13589995,120.6860209,152.973933,240.6804,252.6359241,455.3638475,,,211.9827507,362.1788257,534.2110232,746.369429,,,,,,,,,
20150726,,,,,,,,,,65.77794322,85.22954858,93.35473714,124.5300076,141.9413367,283.135193,252.5336216,835.8808521,543.4396544,,231.781557,362.0321648,590.0553029,751.7802332,1201.948057,,,,,,,,
20150727,,,,,,,,,,41.15248918,85.22954858,116.3131568,120.6371503,141.4767708,278.413277,395.9052309,644.9261313,,,211.8969103,362.0321648,533.9946996,758.9268072,1559.796813,,,,,,,,
20150728,,,,,,,,,,65.96622305,85.5204987,117.5967001,124.8671696,196.9647443,268.5656471,255.617316,631.644486,,,231.854619,408.2963655,589.8280022,817.0548259,1381.780683,,,,,,,,
20150729,,,,,,,,,,66.00062441,85.14558468,121.9169529,132.1482002,137.4155438,265.1108336,254.4967132,836.497034,,,295.2700593,439.0103028,619.7471121,863.3046198,1384.20231,,,,,,,,
20150730,,,,,,,,,,65.89559237,85.28815267,117.2085027,127.6737223,187.4648328,267.9118475,254.1964732,458.1766606,,,232.6664583,403.4073148,537.5108806,816.7879634,1386.808378,,,,,,,,
20150731,,,,,,,,,,40.8671474,85.05713762,87.77979537,120.3316514,146.685422,239.233771,251.1174355,615.7080239,,,217.1578727,398.6610761,597.9539456,862.5837575,1202.210238,,,,,,,,
20150801,,,,,,,,,,41.21204118,85.77496795,88.52060327,127.5317344,141.1296905,241.252758,253.2367134,456.4467407,,,218.9905526,364.2730954,574.6576209,757.1130663,1229.57022,,,,,,,,
20150802,,,,,,,,,,64.86233158,90.38685442,118.0238235,131.1215514,203.0853349,316.7506346,252.7624613,837.8051162,,,218.5804354,367.0845538,579.8422706,755.6951737,1563.179067,,,,,,,,
20150803,,,,,,,,,,41.13486083,90.14520771,88.51958437,128.047933,173.6848272,240.800949,346.6428983,649.5606327,623.3157586,,232.9388791,362.3602293,642.0620972,755.6951737,1567.178285,,,,,,,,
20150804,,,,,,,,,,65.56712602,90.12912683,88.74319909,127.1545129,153.7382303,240.1873029,208.6341655,835.7704059,,,217.2784104,406.3883519,587.7657916,818.4066466,1568.076947,,,,,,,,
20150805,,,,,,,,,,65.70048309,89.15185352,94.21469543,127.0473764,146.2521427,239.3871131,207.9390957,833.3489169,,,290.4160823,405.0802556,620.939172,841.2438701,1560.853982,,,,,,,,
20150806,,,,,,,,,,66.03685197,102.7275461,121.9550281,133.6311606,147.6889444,239.046214,207.6429801,452.2719913,591.817614,,216.987623,379.0638475,669.8157402,750.1883649,1388.757027,,,,,,,,
20150807,,,,,,,,,,40.25540608,90.2660571,89.69903816,125.4526685,151.4631184,283.198883,208.0281405,602.9284035,,,291.2193608,401.7918089,621.1707519,842.8858243,1191.421036,,,,,,,,
20150808,,,,,,,,,,40.44028884,90.68062597,86.94642304,126.0288405,139.0626486,240.5895393,208.9835605,455.1919405,,,292.2112109,359.1668313,568.0955203,755.0317157,1221.740477,,,,,,,,
20150809,,,,,,,,,,65.74064749,90.63686023,85.86723271,127.0358188,170.8513127,278.115631,208.8826975,833.7271368,,,293.0672513,358.9934844,613.8911436,843.4794682,1565.101524,,,,,,,,
20150810,,,,,,,,,,45.79500759,90.17067766,97.59612033,125.9680144,146.0610615,310.776787,402.3302836,564.8923561,,,292.3855194,389.8344476,608.5955032,754.6673102,1558.733528,,,,,,,,
20150811,,,,,,,,,,66.20564915,89.65217008,116.9279706,126.5677695,164.9449975,288.9207668,209.8772235,835.6787015,,,294.931666,405.9189035,590.2297551,825.768857,1566.388861,,,,,,,,
20150812,,,,,,,,,,65.85175958,89.26660267,117.642479,132.0608174,197.0414201,263.9520399,210.1111074,835.845531,,,231.7035192,420.4142012,617.5013516,759.1054031,1559.856742,,,,,,,,
20150813,,,,,,,,,,66.00500156,96.57114302,122.0693967,131.3737737,187.4648328,244.9116841,212.73791,834.9484214,,,234.4326352,413.0509534,589.9656143,851.346154,1384.870272,,,,,,,,
20150814,,,,,,,,,,41.0487819,96.1522894,117.8719089,125.6743092,197.4256962,244.1433656,212.0705246,614.2950981,,,221.6144221,406.9818239,589.4297527,849.7199294,1201.52898,,,,,,,,
20150815,,,,,,,,,,40.97522366,89.82645003,96.02739802,125.3157071,151.7121554,284.6035309,211.6905003,461.0879889,,,221.2172954,363.8190776,616.8627608,764.811554,,,,,,,,,
20150816,,,,,,,,,,65.91739209,89.74992642,102.9274893,127.1319545,146.4135714,302.1500583,211.5101601,460.6951857,571.357063,,221.0288393,376.7177393,616.3372522,764.1600071,1562.55817,,,,,,,,
20150817,,,,,,,,,,60.7866601,89.88321014,122.1677343,125.0756663,167.483986,243.4982534,211.5101601,460.6951857,603.5962051,,230.8829395,438.114456,608.2107354,828.0469823,1386.306577,,,,,,,,
20150818,,,,,,,,,,65.47201298,99.47522246,95.42529066,132.2794544,197.351799,284.7050016,261.8839247,835.2438435,,,232.0684976,439.5732934,610.6770224,820.3099849,1204.167252,,,,,,,,
20150819,,,,,,,,,,66.13704849,102.6342799,94.94916875,126.7769912,139.2869722,241.6833499,260.6118867,835.8627167,,,231.0491919,406.9580871,607.8712219,804.5249682,1381.567722,,,,,,,,
20150820,,,,,,,,,,65.79896503,102.3448793,96.47438763,126.891513,203.8576133,292.7865768,252.4004817,609.3050242,606.586169,222.5968324,286.3101772,439.062255,643.1982123,801.4995708,1354.955308,,,,,,,,
20150821,,,,,,,,,,57.98260052,102.1471876,97.3995924,125.7912304,154.6788964,245.3052077,249.3557703,464.113917,,205.8513846,222.6690522,390.4652888,667.9050082,760.7672795,,,,,,,,,
20150822,,,,,,,,,,58.56492385,102.6995887,94.37902339,138.4532131,153.6818967,263.5421573,264.4386983,622.3562961,,209.0083662,276.9194536,391.9545923,655.9428482,772.434572,1233.192024,,,,,,,,
20150823,,,,,,,,,,44.29918462,102.7428428,118.5683907,134.6057911,153.3004269,249.658361,265.066278,836.5545328,,209.5043958,226.6205074,448.2214741,631.872637,774.2677538,1467.438813,,,,,,,,
20150824,,,,,,,,,,65.72659432,102.3484989,105.0244435,128.2312394,150.6626804,249.658361,419.2502962,582.3897298,603.1372364,197.744768,280.3267497,441.5672058,593.4069383,808.5290238,1342.082755,,,,,,,,
20150825,,,,,,,,,,66.30948629,89.82295464,93.81624176,128.3988845,203.3091711,253.3859145,259.5809996,479.4024979,,210.0535771,277.9073432,366.8294989,632.1882551,802.4278917,1338.110621,,,,,,,,
20150826,,,,,,,,,,46.68019132,89.5270251,92.81530612,126.4758663,188.1618374,264.9859592,254.9418575,835.3858463,,211.772273,274.7046735,409.1508087,617.8403903,818.3173063,1343.065121,,,,,,,,
20150827,,,,,,,,,,64.54109271,101.6432567,120.8791209,125.7918084,201.2072435,297.1676211,401.9192076,624.3475443,,191.3016561,277.3177527,398.0111438,611.0663984,811.2969326,1344.853738,,,,,,,,
20150828,,,,,,,,,,64.57327264,101.9229772,96.0435007,122.8139472,133.9987831,246.5000545,261.7130534,618.6629099,936.7591673,206.8540575,289.686299,365.0577262,676.3018246,755.8487965,,,,,,,,,
20150829,,,,,,,,,,57.83622309,89.49830527,91.17342222,118.7932435,150.1868303,245.6427351,260.8028236,616.8115993,583.5976718,206.1346256,280.5272397,368.144766,650.3803394,792.9541882,,,,,,,,,
20150830,,,,,,,,,,64.91927416,89.30867538,96.25536761,116.5137802,143.6083707,245.1222648,260.250232,834.9468241,,192.079787,264.1097071,445.0464039,544.1952811,806.5597958,1210.195004,,,,,,,,
20150831,,,,,,,,,,65.67343358,101.8919815,115.5095193,125.2635686,176.7503424,276.2686039,411.155403,463.7677919,,199.3058655,282.0864051,367.3647372,592.476875,780.4200916,1220.96871,,,,,,,,
20150901,,,,,,,,,,65.47212524,89.66643838,91.35613962,119.0313128,135.809385,246.1350189,261.3254892,835.9129801,836.9566051,205.2948624,260.8909182,414.365192,615.9306296,797.5779989,1219.307064,,,,,,,,
20150902,,,,,,,,,,65.39159185,101.4747165,92.04126417,119.9239871,135.6508162,269.5719392,263.2852974,835.0898139,,194.7053016,225.097844,443.2147805,631.3686772,792.142277,1224.546338,,,,,,,,
20150903,,,,,,,,,,53.98449707,101.3560299,91.48020983,130.8557247,134.4557125,246.4692934,397.8063053,620.5628138,,174.5457888,282.8058458,369.3835288,595.5452067,763.7591317,1241.796624,,,,,,,,
20150904,,,,,,,,,,57.53188372,101.7051978,97.3569526,118.0262169,149.3057868,286.163498,407.775734,461.7516907,,191.6784949,288.3615854,365.7677215,679.0945101,756.2828755,,,,,,,,,
20150905,,,,,,,,,,57.01178061,89.36999177,90.78696916,118.2897194,137.0451447,244.6015393,259.6973693,462.7825866,,192.1064317,285.8032615,366.5843258,555.1873784,757.9713347,,,,,,,,,
20150906,,,,,,,,,,41.13253818,89.28770483,90.70337755,129.9678418,133.4870457,244.3763237,259.4582544,462.356482,874.9317396,191.9295508,226.2757114,366.2467952,590.0178848,757.2734366,1209.589831,,,,,,,,
20150907,,,,,,,,,,65.51483526,101.237172,90.70337755,126.3292832,133.8814392,244.3763237,259.4582544,462.356482,598.4163582,191.9295508,229.0971422,366.2467952,596.2282325,757.8536954,1182.604211,,,,,,,,
20150908,,,,,,,,,,66.23711143,88.95628424,100.9531234,129.3404569,133.421996,279.0580358,396.9640687,576.704654,929.6278462,204.9177195,274.7166235,394.3806226,617.3060314,849.7434692,1217.827307,,,,,,,,
20150909,,,,,,,,,,65.87171622,88.30362673,95.57591253,130.3288204,134.0344889,295.2695067,414.3429358,639.343128,,192.5059313,286.4743102,391.3735697,641.3420363,817.2810036,1223.439506,,,,,,,,
20150910,,,,,,,,,,65.7296467,88.54403923,90.8496119,125.8072296,134.1167435,244.7703136,483.8709677,463.1019052,598.0798771,192.2389846,229.984639,373.2718894,614.3817678,795.0952112,1224.331797,,,,,,,,
20150911,,,,,,,,,,41.64165158,102.0743748,96.37141844,127.0916748,134.1050647,247.4010644,259.3857349,619.4854301,,194.3051374,271.8807474,395.03144,597.0555177,762.967594,,,,,,,,,
20150912,,,,,,,,,,41.85932544,89.39631819,96.82870157,126.4060876,189.2354683,248.6943067,260.7416247,620.5986999,621.6216216,194.1719116,267.6400716,446.069357,594.2671662,784.1320101,1221.970258,,,,,,,,
20150913,,,,,,,,,,65.72958294,89.33490529,92.29932096,126.2965776,133.8507352,248.5234603,260.5625021,470.2028046,,192.559905,251.8091065,364.1202882,595.1503747,769.6598007,1540.695252,,,,,,,,
20150914,,,,,,,,,,42.62410302,88.95514267,101.5259755,130.2865254,138.8419696,248.5234603,260.5625021,470.2028046,,195.1299695,229.9763929,396.8235974,595.1503747,838.8616234,1468.253846,,,,,,,,
20150915,,,,,,,,,,65.68425598,94.70752573,92.35523961,130.7824585,134.1599772,284.2976226,260.0177832,469.2198222,,196.5284043,223.4105374,397.4059423,588.2145208,810.0207213,1348.200585,,,,,,,,
20150916,,,,,,,,,,65.52949211,94.38657262,96.53531038,124.816772,135.2485747,247.0392031,259.0063442,467.3946114,,207.1468582,275.1931739,437.8505713,597.0083918,757.0850659,1347.099131,,,,,,,,
20150917,,,,,,,,,,66.43375603,88.58899589,96.6074255,125.4916588,204.4914053,247.78471,259.7879651,468.8050997,587.1826851,193.3519765,250.9857387,417.8757621,592.3319065,752.7465075,1345.632151,,,,,,,,
20150918,,,,,,,,,,58.90485437,88.4582362,96.82646868,126.6245755,138.6274239,291.3087379,260.3511824,624.8291785,,187.575183,223.6403631,396.5017681,589.1450031,754.3784533,1221.902913,,,,,,,,
20150919,,,,,,,,,,58.80658596,88.33247952,96.58494388,125.1864279,149.4072895,249.0211469,261.0842978,471.1444205,,188.1033705,279.4285937,397.618266,618.8795848,756.5026858,1344.790004,,,,,,,,
20150920,,,,,,,,,,65.60941893,87.88246928,97.32093082,124.1305269,133.6729781,247.7525074,259.7542026,468.7441729,892.2042217,209.3319458,278.2497942,428.2474643,610.2032378,752.6486792,1210.605613,,,,,,,,
20150921,,,,,,,,,,58.66637673,88.1084899,95.97736673,123.452465,133.9214986,247.7525074,259.7542026,468.7441729,,187.145077,276.0441745,377.4405492,618.5946887,752.6486792,1343.983473,,,,,,,,
20150922,,,,,,,,,,65.60477464,88.08146304,95.5681924,125.0051933,134.0619308,245.4257644,319.3793825,579.2349727,,191.4196024,221.0320801,418.5404798,599.0774575,786.171,1345.355191,,,,,,,,
20150923,,,,,,,,,,65.22357208,88.08778964,94.97891974,122.7866803,149.7013299,279.7206021,352.8400964,570.5986768,879.5961179,207.4429255,249.5985,414.517009,593.088675,831.415355,1346.39649,,,,,,,,
20150924,,,,,,,,,,65.36496072,88.84547348,91.07906581,123.5681223,133.8265579,245.4488457,257.3389462,464.3856781,,185.4049576,250.0800854,391.9142838,599.6230375,745.6503728,1159.30135,,,,,,,,
20150925,,,,,,,,,,58.50921924,88.55867539,91.57599718,123.9742792,135.6315174,246.364043,316.7354668,466.1172182,832.986516,186.0962711,221.8771,390.8749909,585.052279,748.4306555,1343.143308,,,,,,,,
20150926,,,,,,,,,,41.22858962,100.1136877,91.04926202,123.2611926,134.843931,244.9469838,256.812773,463.4361627,,185.0258656,220.6008871,385.9063027,577.5354465,744.125764,1195.085697,,,,,,,,
20150927,,,,,,,,,,65.52598418,87.88348623,91.22508494,123.4992192,133.5114701,245.4199947,257.3086977,464.3310925,,204.6092884,219.821762,364.3554435,614.3287713,745.5627263,1198.961544,,,,,,,,
20150928,,,,,,,,,,42.0918296,88.2193253,91.07955468,124.6379685,129.7766712,245.4199947,257.3086977,464.3310925,503.5753868,205.1254801,273.0274644,333.9760426,599.6704446,745.5627263,1340.519532,,,,,,,,
20150929,,,,,,,,,,65.73368225,88.5650451,99.50316684,125.8263111,132.3472522,246.3817631,258.3170562,466.1507443,827.3068608,186.1096563,228.9225168,404.642402,598.7308861,803.0244336,1213.501726,,,,,,,,
20150930,,,,,,,,,,65.76713159,88.88838907,99.75742874,125.7865172,133.4141904,246.5460721,242.9248598,466.4616146,,186.2337706,251.0612492,376.0612492,576.2805397,748.9836427,1346.785931,,,,,,,,
20151001,,,,,,,,,,44.57846536,89.07313661,111.2305131,124.8979108,133.3131527,244.9357634,241.3382031,463.4149339,,189.0721962,220.590782,382.6093537,596.0138417,760.9515448,1345.928561,,,,,,,,
20151002,,,,,,,,,,57.93855002,89.61512286,91.24937316,129.983351,133.1012562,245.3949961,241.7906906,464.2837954,,189.2148435,221.0603374,403.021796,599.1263672,796.0993018,1343.832299,,,,,,,,
20151003,,,,,,,,,,66.00484593,103.1284055,91.47566222,125.3077429,140.3799266,246.0035504,242.3903066,465.4351714,,189.6840768,221.6085443,404.0212486,605.8453568,747.3355132,1215.263905,,,,,,,,
20151004,,,,,,,,,,65.93306519,91.58683625,91.39064681,125.1800739,134.215999,245.7749203,242.1650346,465.0026065,,189.5077887,229.4907794,390.6883206,616.9123279,746.6409565,1178.052668,,,,,,,,
20151005,,,,,,,,,,42.15270265,94.90560672,90.84131638,125.0567548,166.388404,245.7749203,242.1650346,465.0026065,,204.8721257,219.8983077,361.2203081,625.838532,753.1544459,1224.466874,,,,,,,,
20151006,,,,,,,,,,65.44518474,97.80425392,90.64146439,129.4518474,133.1920048,245.022543,241.4237081,463.5791196,496.1235615,196.8276802,253.4297396,345.2301635,608.9613285,793.6709451,1209.812235,,,,,,,,
20151007,,,,,,,,,,66.17008637,88.96227945,91.13621209,125.9946423,133.0408689,284.8329754,316.1065395,906.6398574,665.0672516,192.0494891,250.4227026,405.556707,616.3661576,756.7200425,1221.922649,,,,,,,,
20151008,,,,,,,,,,66.07949759,102.6391124,90.89591626,138.46329,133.2924868,246.2873776,242.669965,618.1894234,489.4845677,191.5431185,255.1428353,404.487389,610.2160544,754.7248239,1224.033086,,,,,,,,
20151009,,,,,,,,,,62.62068966,96.67000044,93.16475096,129.9157088,129.9157088,247.3243104,243.6916676,467.9340303,483.5249042,185.0268199,240.9501916,395.0185638,611.5064206,810.349444,1200.628352,,,,,,,,
